image_name,target
ISIC_0052060,0.11990175
ISIC_0052349,0.35064688
ISIC_0058510,0.32337192
ISIC_0073313,0.036040667
ISIC_0073502,0.68158305
ISIC_0074618,0.41307566
ISIC_0076801,0.035170678
ISIC_0077586,0.87138075
ISIC_0082004,0.6431656
ISIC_0082785,0.59248793
ISIC_0085332,0.19178012
ISIC_0087243,0.03172484
ISIC_0088167,0.7838751
ISIC_0089356,0.42557204
ISIC_0090283,0.5460319
ISIC_0092481,0.045557383
ISIC_0095455,0.2873812
ISIC_0095790,0.16054575
ISIC_0097719,0.8461688
ISIC_0099348,0.39382112
ISIC_0101040,0.767002
ISIC_0101383,0.29338244
ISIC_0105104,0.7491652
ISIC_0108196,0.14801878
ISIC_0112420,0.9867387
ISIC_0114232,0.06592162
ISIC_0115798,0.09824334
ISIC_0116844,0.041606274
ISIC_0126432,0.08620283
ISIC_0131485,0.0634274
ISIC_0131912,0.023825273
ISIC_0131978,0.07683411
ISIC_0139322,0.7176722
ISIC_0142066,0.75629264
ISIC_0143109,0.85680073
ISIC_0148210,0.32728332
ISIC_0148937,0.14544283
ISIC_0150213,0.799936
ISIC_0152553,0.12239993
ISIC_0153127,0.17835218
ISIC_0154289,0.33656365
ISIC_0155813,0.9915426
ISIC_0155983,0.751536
ISIC_0157088,0.0754329
ISIC_0158761,0.083747245
ISIC_0161963,0.96430135
ISIC_0165178,0.42509833
ISIC_0165230,0.65595317
ISIC_0165615,0.3728886
ISIC_0165617,0.115696356
ISIC_0165674,0.44594353
ISIC_0165928,0.8828045
ISIC_0166561,0.054258376
ISIC_0168125,0.9274384
ISIC_0169378,0.8811468
ISIC_0169575,0.25658923
ISIC_0169906,0.7373641
ISIC_0171865,0.318738
ISIC_0172678,0.087957285
ISIC_0174800,0.28929538
ISIC_0175014,0.5285414
ISIC_0175798,0.9000385
ISIC_0176152,0.21384454
ISIC_0177083,0.13025628
ISIC_0178235,0.6524267
ISIC_0178258,0.6002123
ISIC_0178428,0.59118164
ISIC_0178741,0.6245986
ISIC_0180057,0.42390376
ISIC_0182213,0.548651
ISIC_0183334,0.12467908
ISIC_0183449,0.81505674
ISIC_0183658,0.076224275
ISIC_0183771,0.0181071
ISIC_0186715,0.90086067
ISIC_0187786,0.024724822
ISIC_0188485,0.12328745
ISIC_0191895,0.98725164
ISIC_0192184,0.27683732
ISIC_0192807,0.037775002
ISIC_0193289,0.6645701
ISIC_0194115,0.7126402
ISIC_0195744,0.2422569
ISIC_0195995,0.07747325
ISIC_0196159,0.45108056
ISIC_0196622,0.17249455
ISIC_0196807,0.90903306
ISIC_0197182,0.72016484
ISIC_0197440,0.8192416
ISIC_0197860,0.07850907
ISIC_0198376,0.0486472
ISIC_0198622,0.0315744
ISIC_0199195,0.1598005
ISIC_0199718,0.046161532
ISIC_0199780,0.068907276
ISIC_0200120,0.57363397
ISIC_0204399,0.013599296
ISIC_0204875,0.11835844
ISIC_0205627,0.13072175
ISIC_0206261,0.33353096
ISIC_0206934,0.2477707
ISIC_0207197,0.61374754
ISIC_0208233,0.90056694
ISIC_0209640,0.26805663
ISIC_0210915,0.31702998
ISIC_0212435,0.25576597
ISIC_0212468,0.25903013
ISIC_0213848,0.05270764
ISIC_0216203,0.23832402
ISIC_0216447,0.6541555
ISIC_0220438,0.99310654
ISIC_0220466,0.72277963
ISIC_0223354,0.066624604
ISIC_0223463,0.40191302
ISIC_0223760,0.01065036
ISIC_0224309,0.79356235
ISIC_0225471,0.6377923
ISIC_0225894,0.40030465
ISIC_0226234,0.06362886
ISIC_0227767,0.32015276
ISIC_0228452,0.10140989
ISIC_0229266,0.49374175
ISIC_0230247,0.051048663
ISIC_0230499,0.8493831
ISIC_0231539,0.31410298
ISIC_0231788,0.91064274
ISIC_0232763,0.87474084
ISIC_0235107,0.46043736
ISIC_0235501,0.55051637
ISIC_0235505,0.6702684
ISIC_0235542,0.47935012
ISIC_0238185,0.043811604
ISIC_0238872,0.8939133
ISIC_0239635,0.8752794
ISIC_0240839,0.23091564
ISIC_0241566,0.38743237
ISIC_0243686,0.13874921
ISIC_0243937,0.05466131
ISIC_0244266,0.74855137
ISIC_0244465,0.18681808
ISIC_0244617,0.19534531
ISIC_0244885,0.8910388
ISIC_0245273,0.24074905
ISIC_0246008,0.2658895
ISIC_0246211,0.3177697
ISIC_0248702,0.91605
ISIC_0251455,0.7121491
ISIC_0251656,0.45052984
ISIC_0252811,0.811024
ISIC_0254594,0.6592808
ISIC_0255112,0.74947894
ISIC_0256267,0.07258779
ISIC_0258149,0.18786372
ISIC_0258489,0.7110498
ISIC_0258717,0.05166082
ISIC_0259209,0.7463157
ISIC_0259237,0.631302
ISIC_0261866,0.88633823
ISIC_0261904,0.31675375
ISIC_0261907,0.08998528
ISIC_0262392,0.4748064
ISIC_0262492,0.17799757
ISIC_0263920,0.45790213
ISIC_0265011,0.10880669
ISIC_0267082,0.25159308
ISIC_0268025,0.015326232
ISIC_0268451,0.8563423
ISIC_0269476,0.044165805
ISIC_0270022,0.63147384
ISIC_0270367,0.36763027
ISIC_0271223,0.31556997
ISIC_0272190,0.6973671
ISIC_0273533,0.30440214
ISIC_0274458,0.871758
ISIC_0274698,0.98528475
ISIC_0274789,0.99603516
ISIC_0276718,0.17822099
ISIC_0280382,0.12441148
ISIC_0280752,0.8001792
ISIC_0280782,0.47517
ISIC_0280827,0.5352648
ISIC_0281227,0.38124648
ISIC_0282269,0.14405583
ISIC_0282486,0.30435795
ISIC_0282737,0.722437
ISIC_0284147,0.013288584
ISIC_0284441,0.91838634
ISIC_0284485,0.29942527
ISIC_0285491,0.37869796
ISIC_0285697,0.89994335
ISIC_0286688,0.15745617
ISIC_0287132,0.0163295
ISIC_0287325,0.65195227
ISIC_0288225,0.13023415
ISIC_0290187,0.08823086
ISIC_0291705,0.2747458
ISIC_0292996,0.99847335
ISIC_0294150,0.8309238
ISIC_0296540,0.3388179
ISIC_0297539,0.24601749
ISIC_0297702,0.23772043
ISIC_0298417,0.6929906
ISIC_0299870,0.40842292
ISIC_0300002,0.7199477
ISIC_0301547,0.66336936
ISIC_0301769,0.39293742
ISIC_0304467,0.029939085
ISIC_0304666,0.06521085
ISIC_0304667,0.20594616
ISIC_0306094,0.07956672
ISIC_0307004,0.6355741
ISIC_0307411,0.096495464
ISIC_0309192,0.24841644
ISIC_0309503,0.4296857
ISIC_0310320,0.49942362
ISIC_0311235,0.9125321
ISIC_0311814,0.03556201
ISIC_0312717,0.5267645
ISIC_0313675,0.021013433
ISIC_0317285,0.30283517
ISIC_0318934,0.1037121
ISIC_0319131,0.017395133
ISIC_0319990,0.89642453
ISIC_0320662,0.046396803
ISIC_0321218,0.61293864
ISIC_0321906,0.7606663
ISIC_0321948,0.24401514
ISIC_0322514,0.24285655
ISIC_0327756,0.61151934
ISIC_0328346,0.025687288
ISIC_0328687,0.06857315
ISIC_0328823,0.1861167
ISIC_0329169,0.4479042
ISIC_0329910,0.15147647
ISIC_0330060,0.6161317
ISIC_0330886,0.27386189
ISIC_0332421,0.18466958
ISIC_0332456,0.7533183
ISIC_0334179,0.9678509
ISIC_0335244,0.87542313
ISIC_0335886,0.5466454
ISIC_0336093,0.49476522
ISIC_0338118,0.69543415
ISIC_0338587,0.16031921
ISIC_0339455,0.8183703
ISIC_0340198,0.055736355
ISIC_0340572,0.8621552
ISIC_0341315,0.68054694
ISIC_0343131,0.5699823
ISIC_0343283,0.48265412
ISIC_0346766,0.58663553
ISIC_0347157,0.8243937
ISIC_0348342,0.3657628
ISIC_0350347,0.99860424
ISIC_0350470,0.08775668
ISIC_0351156,0.8221984
ISIC_0351912,0.37508667
ISIC_0352620,0.7386287
ISIC_0353021,0.37089324
ISIC_0355377,0.20285034
ISIC_0358260,0.14048198
ISIC_0358623,0.100270666
ISIC_0359676,0.28795567
ISIC_0359720,0.67144245
ISIC_0361122,0.1330942
ISIC_0366488,0.67616636
ISIC_0367795,0.6225913
ISIC_0367988,0.9423737
ISIC_0368092,0.3467123
ISIC_0368696,0.09392681
ISIC_0369888,0.7459961
ISIC_0370322,0.78463566
ISIC_0371470,0.0930861
ISIC_0371907,0.99473864
ISIC_0372927,0.6580844
ISIC_0372955,0.10740357
ISIC_0372971,0.25759748
ISIC_0373723,0.020065226
ISIC_0375431,0.49367723
ISIC_0377642,0.3756077
ISIC_0378391,0.70896614
ISIC_0378668,0.59937555
ISIC_0379549,0.050526533
ISIC_0380224,0.17900082
ISIC_0381595,0.3998153
ISIC_0382931,0.7182861
ISIC_0383641,0.5925146
ISIC_0383780,0.028351612
ISIC_0385415,0.8934252
ISIC_0385463,0.05938463
ISIC_0385865,0.95985967
ISIC_0388802,0.09785008
ISIC_0389010,0.96459496
ISIC_0389392,0.099725865
ISIC_0389675,0.4155612
ISIC_0390209,0.22306354
ISIC_0391046,0.99954116
ISIC_0391777,0.14647974
ISIC_0392680,0.9923104
ISIC_0392931,0.10254421
ISIC_0393891,0.9995012
ISIC_0394533,0.09299448
ISIC_0394763,0.027499659
ISIC_0394802,0.46082157
ISIC_0395681,0.07762957
ISIC_0395885,0.014029506
ISIC_0398134,0.89644754
ISIC_0400652,0.45012188
ISIC_0401679,0.16021073
ISIC_0403198,0.40546802
ISIC_0406137,0.079025045
ISIC_0407054,0.20715022
ISIC_0407220,0.24803703
ISIC_0408372,0.13464677
ISIC_0408969,0.03880434
ISIC_0409388,0.8631857
ISIC_0410649,0.14517401
ISIC_0411243,0.7445779
ISIC_0414776,0.6196085
ISIC_0416431,0.13284433
ISIC_0416708,0.07156511
ISIC_0418978,0.02024113
ISIC_0419005,0.73686296
ISIC_0421107,0.68313533
ISIC_0424070,0.5886973
ISIC_0426960,0.61209303
ISIC_0427371,0.028827729
ISIC_0429551,0.83363813
ISIC_0431350,0.18452206
ISIC_0431499,0.48268086
ISIC_0431738,0.20750098
ISIC_0432133,0.95887506
ISIC_0432265,0.74650234
ISIC_0432894,0.7127319
ISIC_0433895,0.26298794
ISIC_0434253,0.8550285
ISIC_0434274,0.028299987
ISIC_0434285,0.13240764
ISIC_0434890,0.9122058
ISIC_0434920,0.41103035
ISIC_0435283,0.8556394
ISIC_0435396,0.014687892
ISIC_0436298,0.46864632
ISIC_0436727,0.66285825
ISIC_0436779,0.37697813
ISIC_0436884,0.21137731
ISIC_0437081,0.8613691
ISIC_0437384,0.051079664
ISIC_0437987,0.2453032
ISIC_0438584,0.9642103
ISIC_0439475,0.07397623
ISIC_0441244,0.75992787
ISIC_0442293,0.9582736
ISIC_0442567,0.7104372
ISIC_0445097,0.07771521
ISIC_0446097,0.87759155
ISIC_0446287,0.3393526
ISIC_0446447,0.3630675
ISIC_0448691,0.9719077
ISIC_0450552,0.12692699
ISIC_0451155,0.81045634
ISIC_0451665,0.9982345
ISIC_0452297,0.27096856
ISIC_0453555,0.55326146
ISIC_0454124,0.14242038
ISIC_0454916,0.09795904
ISIC_0456176,0.73651034
ISIC_0456797,0.030589586
ISIC_0457344,0.525531
ISIC_0457384,0.1696727
ISIC_0457494,0.8288235
ISIC_0457530,0.9289032
ISIC_0457688,0.32056648
